
> oshikoyo@1.0.0 serve
> npx serve . -p 8081

 INFO  Accepting connections at http://localhost:8081
 HTTP  3/8/2026 6:35:01 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:01 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:35:01 PM ::1 GET /
 HTTP  3/8/2026 6:35:01 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:35:12 PM ::1 GET /index.html
 HTTP  3/8/2026 6:35:12 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:35:12 PM ::1 GET /index
 HTTP  3/8/2026 6:35:12 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:12 PM ::1 GET /
 HTTP  3/8/2026 6:35:12 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:12 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:35:12 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:35:12 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:35:12 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:35:12 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:35:12 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:35:13 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:35:13 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:35:13 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:35:13 PM ::1 Returned 200 in 4 ms
 HTTP  3/8/2026 6:35:13 PM ::1 GET /
 HTTP  3/8/2026 6:35:13 PM ::1 GET /index.html
 HTTP  3/8/2026 6:35:13 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:13 PM ::1 Returned 200 in 5 ms
 HTTP  3/8/2026 6:35:13 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:35:13 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:35:13 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:13 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:13 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:35:13 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:35:13 PM ::1 Returned 200 in 7 ms
 HTTP  3/8/2026 6:35:13 PM ::1 Returned 200 in 5 ms
 HTTP  3/8/2026 6:35:13 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:35:13 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:35:13 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:13 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:13 PM ::1 GET /index
 HTTP  3/8/2026 6:35:13 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:13 PM ::1 GET /
 HTTP  3/8/2026 6:35:13 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:20 PM ::1 GET /index.html
 HTTP  3/8/2026 6:35:20 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:35:20 PM ::1 GET /index
 HTTP  3/8/2026 6:35:20 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:20 PM ::1 GET /
 HTTP  3/8/2026 6:35:20 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:20 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:35:20 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:35:20 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:35:20 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:20 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:35:20 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:20 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:35:20 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:35:20 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:35:20 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:21 PM ::1 GET /
 HTTP  3/8/2026 6:35:21 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:35:21 PM ::1 GET /index.html
 HTTP  3/8/2026 6:35:21 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:21 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:35:21 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:35:21 PM ::1 Returned 200 in 4 ms
 HTTP  3/8/2026 6:35:21 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:35:21 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:21 PM ::1 Returned 200 in 7 ms
 HTTP  3/8/2026 6:35:21 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:35:21 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:35:21 PM ::1 Returned 200 in 4 ms
 HTTP  3/8/2026 6:35:21 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:35:21 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:35:21 PM ::1 GET /index
 HTTP  3/8/2026 6:35:21 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:21 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:21 PM ::1 GET /
 HTTP  3/8/2026 6:35:21 PM ::1 Returned 200 in 4 ms
 HTTP  3/8/2026 6:35:30 PM ::1 GET /index.html
 HTTP  3/8/2026 6:35:30 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:35:30 PM ::1 GET /index
 HTTP  3/8/2026 6:35:30 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:30 PM ::1 GET /
 HTTP  3/8/2026 6:35:30 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:30 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:35:30 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:35:30 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:35:30 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:30 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:35:30 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:35:31 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:35:31 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:35:31 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:35:31 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:35:31 PM ::1 GET /
 HTTP  3/8/2026 6:35:31 PM ::1 GET /index.html
 HTTP  3/8/2026 6:35:31 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:31 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:31 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:35:31 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:35:31 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:31 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:35:31 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:31 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:31 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:35:31 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:31 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:35:31 PM ::1 Returned 200 in 6 ms
 HTTP  3/8/2026 6:35:31 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:35:31 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:35:31 PM ::1 GET /index
 HTTP  3/8/2026 6:35:31 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:31 PM ::1 GET /
 HTTP  3/8/2026 6:35:31 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:35:36 PM ::1 GET /index.html
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:36 PM ::1 GET /index
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:36 PM ::1 GET /
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:35:36 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:36 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:35:36 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:35:36 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:35:36 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:35:36 PM ::1 GET /
 HTTP  3/8/2026 6:35:36 PM ::1 GET /index.html
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:36 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 200 in 6 ms
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 200 in 5 ms
 HTTP  3/8/2026 6:35:36 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:35:36 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:35:36 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:35:36 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:35:36 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 200 in 8 ms
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:36 PM ::1 GET /index
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:36 PM ::1 GET /
 HTTP  3/8/2026 6:35:36 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:40 PM ::1 GET /index.html
 HTTP  3/8/2026 6:35:40 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:35:40 PM ::1 GET /index
 HTTP  3/8/2026 6:35:40 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:35:40 PM ::1 GET /
 HTTP  3/8/2026 6:35:40 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:35:40 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:35:40 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:35:40 PM ::1 Returned 200 in 5 ms
 HTTP  3/8/2026 6:35:40 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:35:40 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:35:40 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:41 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:35:41 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:41 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:35:41 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:41 PM ::1 GET /
 HTTP  3/8/2026 6:35:41 PM ::1 GET /index.html
 HTTP  3/8/2026 6:35:41 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:41 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:35:41 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:35:41 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:35:41 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:35:41 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:41 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:35:41 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:35:41 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:35:41 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:35:41 PM ::1 Returned 200 in 6 ms
 HTTP  3/8/2026 6:35:41 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:35:41 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:35:41 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:35:41 PM ::1 GET /index
 HTTP  3/8/2026 6:35:41 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:41 PM ::1 GET /
 HTTP  3/8/2026 6:35:41 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:35:55 PM ::1 GET /index.html
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:35:55 PM ::1 GET /index
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:55 PM ::1 GET /
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:35:55 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:35:55 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:35:55 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 200 in 6 ms
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 200 in 5 ms
 HTTP  3/8/2026 6:35:55 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:55 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:55 PM ::1 GET /
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:55 PM ::1 GET /index.html
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:55 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:35:55 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 200 in 9 ms
 HTTP  3/8/2026 6:35:55 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:35:55 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:35:55 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:35:55 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:35:55 PM ::1 GET /index
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:35:55 PM ::1 GET /
 HTTP  3/8/2026 6:35:55 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:03 PM ::1 GET /index.html
 HTTP  3/8/2026 6:36:03 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:36:03 PM ::1 GET /index
 HTTP  3/8/2026 6:36:03 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:36:03 PM ::1 GET /
 HTTP  3/8/2026 6:36:03 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:03 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:36:03 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:36:03 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:36:03 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:36:03 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:36:03 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:04 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:36:04 PM ::1 Returned 200 in 8 ms
 HTTP  3/8/2026 6:36:04 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:36:04 PM ::1 Returned 200 in 6 ms
 HTTP  3/8/2026 6:36:04 PM ::1 GET /
 HTTP  3/8/2026 6:36:04 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:04 PM ::1 GET /index.html
 HTTP  3/8/2026 6:36:04 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:36:04 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:36:04 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:36:04 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:36:04 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:36:04 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:04 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:36:04 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:04 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:36:04 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:36:04 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:04 PM ::1 Returned 200 in 6 ms
 HTTP  3/8/2026 6:36:04 PM ::1 Returned 200 in 5 ms
 HTTP  3/8/2026 6:36:04 PM ::1 GET /index
 HTTP  3/8/2026 6:36:04 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:36:04 PM ::1 GET /
 HTTP  3/8/2026 6:36:04 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:15 PM ::1 GET /index.html
 HTTP  3/8/2026 6:36:15 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:36:15 PM ::1 GET /index
 HTTP  3/8/2026 6:36:15 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:36:15 PM ::1 GET /
 HTTP  3/8/2026 6:36:15 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:15 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:36:15 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:36:15 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:36:15 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:15 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:36:15 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:16 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:36:16 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:16 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:36:16 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:36:16 PM ::1 GET /
 HTTP  3/8/2026 6:36:16 PM ::1 GET /index.html
 HTTP  3/8/2026 6:36:16 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:36:16 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:36:16 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:36:16 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:16 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:36:16 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:36:16 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:36:16 PM ::1 Returned 200 in 5 ms
 HTTP  3/8/2026 6:36:16 PM ::1 Returned 200 in 5 ms
 HTTP  3/8/2026 6:36:16 PM ::1 Returned 200 in 8 ms
 HTTP  3/8/2026 6:36:16 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:36:16 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:36:16 PM ::1 GET /index
 HTTP  3/8/2026 6:36:16 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:36:16 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:36:16 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:36:16 PM ::1 GET /
 HTTP  3/8/2026 6:36:16 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:22 PM ::1 GET /index.html
 HTTP  3/8/2026 6:36:22 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:36:22 PM ::1 GET /index
 HTTP  3/8/2026 6:36:22 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:36:22 PM ::1 GET /
 HTTP  3/8/2026 6:36:22 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:22 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:36:22 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:36:22 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:36:22 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:36:23 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:36:23 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:23 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:36:23 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:23 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:36:23 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:23 PM ::1 GET /
 HTTP  3/8/2026 6:36:23 PM ::1 GET /index.html
 HTTP  3/8/2026 6:36:23 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:36:23 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:36:23 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:36:23 PM ::1 Returned 200 in 19 ms
 HTTP  3/8/2026 6:36:23 PM ::1 Returned 200 in 19 ms
 HTTP  3/8/2026 6:36:23 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:36:23 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:36:23 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:36:23 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:36:23 PM ::1 Returned 200 in 6 ms
 HTTP  3/8/2026 6:36:23 PM ::1 Returned 200 in 4 ms
 HTTP  3/8/2026 6:36:23 PM ::1 Returned 200 in 5 ms
 HTTP  3/8/2026 6:36:23 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:36:23 PM ::1 GET /index
 HTTP  3/8/2026 6:36:23 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:36:23 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:36:23 PM ::1 GET /
 HTTP  3/8/2026 6:36:23 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:43 PM ::1 GET /index.html
 HTTP  3/8/2026 6:36:43 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:36:43 PM ::1 GET /index
 HTTP  3/8/2026 6:36:43 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:36:43 PM ::1 GET /
 HTTP  3/8/2026 6:36:43 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:43 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:36:43 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:43 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:36:43 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:36:43 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:36:43 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:36:43 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:36:43 PM ::1 Returned 200 in 5 ms
 HTTP  3/8/2026 6:36:43 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:36:43 PM ::1 Returned 200 in 5 ms
 HTTP  3/8/2026 6:36:44 PM ::1 GET /
 HTTP  3/8/2026 6:36:44 PM ::1 GET /index.html
 HTTP  3/8/2026 6:36:44 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:36:44 PM ::1 Returned 200 in 3 ms
 HTTP  3/8/2026 6:36:44 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:36:44 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:44 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:36:44 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:36:44 PM ::1 Returned 200 in 8 ms
 HTTP  3/8/2026 6:36:44 PM ::1 Returned 200 in 8 ms
 HTTP  3/8/2026 6:36:44 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:36:44 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:44 PM ::1 GET /src/assets/icon-192.png
 HTTP  3/8/2026 6:36:44 PM ::1 GET /src/assets/icon-512.png
 HTTP  3/8/2026 6:36:44 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:44 PM ::1 Returned 200 in 2 ms
 HTTP  3/8/2026 6:36:44 PM ::1 GET /index
 HTTP  3/8/2026 6:36:44 PM ::1 Returned 301 in 1 ms
 HTTP  3/8/2026 6:36:44 PM ::1 GET /
 HTTP  3/8/2026 6:36:44 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:36:45 PM ::1 GET /index.html
 HTTP  3/8/2026 6:36:45 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:36:45 PM ::1 GET /index
 HTTP  3/8/2026 6:36:45 PM ::1 Returned 301 in 3 ms
 HTTP  3/8/2026 6:36:45 PM ::1 GET /
 HTTP  3/8/2026 6:36:45 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:36:45 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:36:45 PM ::1 Returned 200 in 0 ms
 HTTP  3/8/2026 6:36:45 PM ::1 GET /manifest.json
 HTTP  3/8/2026 6:36:45 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:36:45 PM ::1 Returned 200 in 4 ms
 HTTP  3/8/2026 6:36:45 PM ::1 Returned 200 in 4 ms
 HTTP  3/8/2026 6:36:46 PM ::1 GET /sw.js
 HTTP  3/8/2026 6:36:46 PM ::1 GET /src/assets/default_image.png
 HTTP  3/8/2026 6:36:46 PM ::1 Returned 200 in 6 ms
 HTTP  3/8/2026 6:36:46 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:46 PM ::1 GET /
 HTTP  3/8/2026 6:36:46 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:46 PM ::1 GET /index.html
 HTTP  3/8/2026 6:36:46 PM ::1 Returned 301 in 0 ms
 HTTP  3/8/2026 6:36:46 PM ::1 GET /src/style.css
 HTTP  3/8/2026 6:36:46 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:46 PM ::1 GET /src/script.js
 HTTP  3/8/2026 6:36:46 PM ::1 Returned 200 in 1 ms
 HTTP  3/8/2026 6:36:46 PM ::1 GET /manifest.json
